created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2019-11-22 12:38:20 +08,1725,29.90,75.30,2.15,15,"70

",,,,
2019-11-22 12:39:21 +08,1726,29.90,74.70,2.15,15,"70

",,,,
2019-11-22 12:43:26 +08,1727,29.90,74.00,2.15,15,"70

",,,,
2019-11-22 12:44:27 +08,1728,29.90,74.00,2.15,15,"70

",,,,
2019-11-22 12:47:31 +08,1729,29.90,74.70,2.35,15,"70

",,,,
2019-11-22 12:49:33 +08,1730,29.90,74.70,2.35,15,"70

",,,,
2019-11-22 12:52:38 +08,1731,30.00,74.10,2.35,15,"70

",,,,
2019-11-22 12:55:44 +08,1732,30.00,74.50,2.35,15,"70

",,,,
2019-11-22 12:56:45 +08,1733,30.00,74.50,2.35,15,"70

",,,,
2019-11-22 12:57:46 +08,1734,30.00,74.90,2.35,15,"70

",,,,
2019-11-22 13:03:05 +08,1735,30.00,76.60,2.15,15,"70

",,,,
2019-11-22 13:04:07 +08,1736,30.00,76.80,2.15,15,"70

",,,,
2019-11-22 13:06:09 +08,1737,30.00,77.20,2.15,15,"70

",,,,
2019-11-22 13:15:37 +08,1738,30.10,78.30,2.15,15,"70

",,,,
2019-11-22 13:19:48 +08,1739,30.10,78.50,2.15,15,"70

",,,,
2019-11-22 13:27:26 +08,1740,30.10,78.70,2.15,15,"70

",,,,
2019-11-22 13:30:30 +08,1741,30.10,79.00,2.15,15,"70

",,,,
2019-11-22 13:32:32 +08,1742,30.00,79.10,2.15,15,"70

",,,,
2019-11-22 13:35:36 +08,1743,30.10,79.20,2.15,15,"70

",,,,
2019-11-22 13:38:42 +08,1744,30.10,79.30,2.15,15,"70

",,,,
2019-11-22 13:42:47 +08,1745,30.10,79.00,2.15,20,"100

",,,,
2019-11-22 13:43:49 +08,1746,30.10,79.00,2.15,20,"100

",,,,
2019-11-22 13:44:50 +08,1747,30.10,78.90,2.15,20,"100

",,,,
2019-11-22 13:48:55 +08,1748,30.10,79.10,2.15,20,"100

",,,,
2019-11-22 13:49:57 +08,1749,30.00,79.10,2.15,20,"100

",,,,
2019-11-22 13:50:58 +08,1750,30.10,79.30,2.93,20,"100

",,,,
2019-11-22 13:53:01 +08,1751,30.10,79.40,2.15,20,"100

",,,,
2019-11-22 13:54:02 +08,1752,30.10,79.50,2.15,20,"100

",,,,
2019-11-22 13:56:11 +08,1753,30.10,79.50,2.15,20,"100

",,,,
2019-11-22 13:57:12 +08,1754,30.10,79.50,2.15,20,"100

",,,,
2019-11-22 14:01:17 +08,1755,30.10,79.50,2.15,20,"100

",,,,
2019-11-22 14:02:19 +08,1756,30.10,79.50,2.15,20,"100

",,,,
2019-11-22 14:03:20 +08,1757,30.10,79.60,2.15,20,"100

",,,,
2019-11-22 14:05:23 +08,1758,30.10,79.70,2.15,20,"100

",,,,
2019-11-22 14:06:24 +08,1759,30.10,79.80,2.15,20,"100

",,,,
2019-11-22 14:07:25 +08,1760,30.10,79.80,2.15,20,"100

",,,,
2019-11-22 14:08:27 +08,1761,30.10,80.00,2.93,20,"100

",,,,
2019-11-22 14:09:28 +08,1762,30.10,80.00,2.15,20,"100

",,,,
2019-11-22 14:10:30 +08,1763,30.10,80.30,2.15,20,"100

",,,,
2019-11-22 14:11:32 +08,1764,30.10,80.40,2.15,20,"100

",,,,
2019-11-22 14:13:35 +08,1765,30.10,80.70,2.15,20,"100

",,,,
2019-11-22 14:14:36 +08,1766,30.10,80.80,2.15,20,"100

",,,,
2019-11-22 14:15:37 +08,1767,30.10,80.90,2.15,20,"100

",,,,
2019-11-22 14:16:39 +08,1768,30.10,80.90,2.15,20,"100

",,,,
2019-11-22 14:18:42 +08,1769,30.10,81.10,2.15,20,"100

",,,,
2019-11-22 14:19:43 +08,1770,30.10,81.00,2.15,20,"100

",,,,
2019-11-22 14:20:45 +08,1771,30.10,81.20,2.15,20,"100

",,,,
2019-11-22 14:21:46 +08,1772,30.10,81.30,2.15,20,"100

",,,,
2019-11-22 14:22:48 +08,1773,30.10,81.30,2.15,20,"100

",,,,
2019-11-22 14:23:49 +08,1774,30.10,81.40,2.15,20,"100

",,,,
2019-11-22 14:24:50 +08,1775,30.10,81.40,2.15,20,"100

",,,,
2019-11-22 14:26:53 +08,1776,30.10,81.50,2.15,20,"100

",,,,
2019-11-22 14:27:54 +08,1777,30.10,81.90,2.15,20,"100

",,,,
2019-11-22 14:29:57 +08,1778,30.10,81.70,2.15,20,"100

",,,,
2019-11-22 14:31:59 +08,1779,30.20,82.10,2.15,20,"100

",,,,
2019-11-22 14:33:00 +08,1780,30.20,82.20,2.15,20,"100

",,,,
2019-11-22 14:34:06 +08,1781,30.20,82.00,2.15,20,"100

",,,,
2019-11-22 14:36:12 +08,1782,30.20,81.80,2.15,20,"100

",,,,
2019-11-22 14:39:16 +08,1783,30.10,81.60,2.15,20,"100

",,,,
2019-11-22 14:41:18 +08,1784,30.10,81.20,2.15,20,"100

",,,,
2019-11-22 14:42:20 +08,1785,30.10,81.30,2.15,20,"100

",,,,
2019-11-22 14:43:21 +08,1786,30.10,81.00,2.15,20,"100

",,,,
2019-11-22 14:45:24 +08,1787,30.10,80.50,2.15,20,"100

",,,,
2019-11-22 14:46:25 +08,1788,30.10,80.40,2.15,20,"100

",,,,
2019-11-22 14:47:26 +08,1789,30.10,80.70,2.15,20,"100

",,,,
2019-11-22 14:49:29 +08,1790,30.00,81.00,2.15,20,"100

",,,,
2019-11-22 14:50:30 +08,1791,30.00,81.00,2.15,20,"100

",,,,
2019-11-22 14:51:32 +08,1792,30.00,81.10,2.15,20,"100

",,,,
2019-11-22 14:52:33 +08,1793,30.00,81.00,2.15,20,"100

",,,,
2019-11-22 14:54:36 +08,1794,30.10,81.00,2.15,20,"100

",,,,
2019-11-22 14:55:38 +08,1795,30.00,80.90,2.15,20,"100

",,,,
2019-11-22 14:56:39 +08,1796,30.10,80.80,2.15,20,"100

",,,,
2019-11-22 14:57:41 +08,1797,30.00,80.60,2.93,20,"100

",,,,
2019-11-22 14:58:42 +08,1798,30.00,80.50,2.15,20,"100

",,,,
2019-11-22 14:59:44 +08,1799,30.00,80.40,2.15,20,"100

",,,,
2019-11-22 15:00:45 +08,1800,30.00,80.40,2.15,20,"100

",,,,
2019-11-22 15:02:47 +08,1801,30.10,80.70,2.15,20,"100

",,,,
2019-11-22 15:03:49 +08,1802,30.10,80.80,2.15,20,"100

",,,,
2019-11-22 15:04:50 +08,1803,30.10,80.60,2.15,20,"100

",,,,
2019-11-22 15:05:52 +08,1804,30.10,80.50,2.15,20,"100

",,,,
2019-11-22 15:06:53 +08,1805,30.10,80.60,2.15,20,"100

",,,,
2019-11-22 15:07:54 +08,1806,30.10,80.80,2.15,20,"100

",,,,
2019-11-22 15:08:56 +08,1807,30.10,80.80,2.15,20,"100

",,,,
2019-11-22 15:11:59 +08,1808,30.10,80.80,2.15,20,"100

",,,,
2019-11-22 15:13:01 +08,1809,30.10,80.70,2.15,20,"100

",,,,
2019-11-22 15:14:02 +08,1810,30.10,80.70,2.15,20,"100

",,,,
2019-11-22 15:16:08 +08,1811,30.10,80.40,2.15,20,"100

",,,,
2019-11-22 15:17:09 +08,1812,30.10,80.40,2.15,20,"100

",,,,
2019-11-22 15:20:13 +08,1813,30.10,80.20,2.15,20,"100

",,,,
2019-11-22 15:21:14 +08,1814,30.10,80.20,2.15,20,"100

",,,,
2019-11-22 15:24:23 +08,1815,30.10,80.10,2.15,20,"100

",,,,
2019-11-22 15:25:24 +08,1816,30.10,80.10,2.15,20,"100

",,,,
2019-11-22 15:26:25 +08,1817,30.10,80.20,2.15,20,"100

",,,,
2019-11-22 15:27:27 +08,1818,30.10,80.10,2.15,20,"100

",,,,
2019-11-22 15:29:29 +08,1819,30.10,80.20,2.15,20,"100

",,,,
2019-11-22 15:30:31 +08,1820,30.10,80.10,2.15,20,"100

",,,,
2019-11-22 15:31:32 +08,1821,30.10,80.20,2.15,20,"100

",,,,
2019-11-22 15:32:33 +08,1822,30.10,80.20,2.93,20,"100

",,,,
2019-11-22 15:33:35 +08,1823,30.10,80.20,2.15,20,"100

",,,,
2019-11-22 15:34:36 +08,1824,30.10,80.20,2.15,20,"100

",,,,
2019-11-22 15:35:37 +08,1825,30.10,80.20,2.15,20,"100

",,,,
2019-11-22 15:38:41 +08,1826,30.10,80.20,2.15,20,"100

",,,,
2019-11-22 15:39:45 +08,1827,30.10,80.00,2.15,20,"100

",,,,
2019-11-22 15:43:50 +08,1828,30.00,76.20,2.15,20,"100

",,,,
2019-11-22 15:46:54 +08,1829,29.90,76.90,2.15,20,"100

",,,,
2019-11-22 15:47:55 +08,1830,29.80,77.00,2.15,20,"100

",,,,
2019-11-22 15:52:00 +08,1831,29.70,77.80,2.15,4,"20

",,,,
2019-11-22 15:54:03 +08,1832,29.70,78.50,2.15,4,"20

",,,,
2019-11-22 15:56:09 +08,1833,29.70,78.70,2.15,4,"20

",,,,
2019-11-22 15:57:11 +08,1834,29.70,78.70,2.15,4,"20

",,,,
2019-11-22 15:58:12 +08,1835,29.70,78.70,2.35,4,"20

",,,,
2019-11-22 16:00:15 +08,1836,29.70,77.60,2.15,4,"20

",,,,
2019-11-22 16:01:16 +08,1837,29.70,76.70,2.15,4,"20

",,,,
2019-11-22 16:02:17 +08,1838,29.70,77.20,2.15,4,"20

",,,,
2019-11-22 16:04:20 +08,1839,29.70,77.90,2.15,7,"30

",,,,
2019-11-22 16:05:25 +08,1840,29.70,78.10,2.15,7,"30

",,,,
2019-11-22 16:06:26 +08,1841,29.70,78.20,2.15,7,"30

",,,,
2019-11-22 16:07:28 +08,1842,29.80,78.40,2.15,7,"30

",,,,
2019-11-22 16:08:29 +08,1843,29.80,78.20,2.15,7,"30

",,,,
2019-11-22 16:09:31 +08,1844,29.80,78.40,2.15,7,"30

",,,,
2019-11-22 16:10:32 +08,1845,29.90,78.60,2.15,7,"30

",,,,
2019-11-22 16:11:33 +08,1846,29.90,78.70,2.15,7,"30

",,,,
2019-11-22 16:13:36 +08,1847,30.00,78.80,2.15,7,"30

",,,,
2019-11-22 16:14:37 +08,1848,30.00,78.80,2.15,7,"30

",,,,
2019-11-22 16:17:41 +08,1849,30.00,78.70,2.15,7,"30

",,,,
2019-11-22 16:18:42 +08,1850,30.00,78.80,2.15,7,"30

",,,,
2019-11-22 16:19:44 +08,1851,30.00,78.90,2.15,7,"30

",,,,
2019-11-22 16:20:45 +08,1852,30.00,78.80,2.93,7,"30

",,,,
2019-11-22 16:21:46 +08,1853,30.00,78.60,2.15,7,"30

",,,,
2019-11-22 16:22:48 +08,1854,30.00,78.40,2.15,8,"40

",,,,
2019-11-22 16:25:56 +08,1855,30.00,77.90,2.93,8,"40

",,,,
2019-11-22 16:26:57 +08,1856,29.90,78.10,2.15,8,"40

",,,,
2019-11-22 16:28:59 +08,1857,29.80,79.10,2.15,8,"40

",,,,
2019-11-22 16:31:02 +08,1858,29.80,79.40,2.15,8,"40

",,,,
2019-11-22 16:35:10 +08,1859,29.70,79.40,2.15,8,"40

",,,,
2019-11-22 16:36:12 +08,1860,29.70,79.70,2.15,8,"40

",,,,
2019-11-22 16:37:13 +08,1861,29.70,79.80,2.15,8,"40

",,,,
2019-11-22 16:40:19 +08,1862,29.80,79.90,2.15,8,"40

",,,,
2019-11-22 16:42:22 +08,1863,29.90,79.70,2.15,8,"40

",,,,
2019-11-22 16:44:24 +08,1864,29.90,79.60,2.15,8,"40

",,,,
2019-11-22 16:45:26 +08,1865,29.90,79.60,2.15,8,"40

",,,,
2019-11-22 16:47:32 +08,1866,30.00,79.80,2.15,8,"40

",,,,
2019-11-22 16:48:34 +08,1867,30.00,79.80,2.15,8,"40

",,,,
2019-11-22 16:49:35 +08,1868,30.00,79.80,2.15,8,"40

",,,,
2019-11-22 16:50:36 +08,1869,30.00,79.80,2.15,8,"40

",,,,
2019-11-22 16:51:41 +08,1870,30.00,79.80,2.15,8,"40

",,,,
2019-11-22 16:52:42 +08,1871,30.00,79.80,2.93,8,"40

",,,,
2019-11-22 16:53:43 +08,1872,30.00,79.70,2.15,8,"40

",,,,
2019-11-22 16:54:45 +08,1873,30.00,79.70,2.15,8,"40

",,,,
2019-11-22 16:55:46 +08,1874,30.00,79.70,2.15,8,"40

",,,,
2019-11-22 17:00:04 +08,1875,30.00,80.00,2.15,8,"40

",,,,
2019-11-22 17:01:06 +08,1876,30.00,80.00,2.15,8,"40

",,,,
2019-11-22 17:03:08 +08,1877,30.00,80.20,2.15,8,"40

",,,,
2019-11-22 17:04:09 +08,1878,30.00,80.20,2.15,8,"40

",,,,
2019-11-22 17:05:11 +08,1879,30.00,80.30,2.15,8,"40

",,,,
2019-11-22 17:08:22 +08,1880,30.00,80.40,3.03,18,"90

",,,,
2019-11-22 17:09:23 +08,1881,30.00,80.60,3.91,18,"90

",,,,
2019-11-22 17:16:44 +08,1882,30.00,80.60,4.11,18,"90

",,,,
2019-11-22 17:17:45 +08,1883,30.00,80.70,4.11,18,"90

",,,,
2019-11-22 17:20:49 +08,1884,30.10,80.70,4.20,18,"90

",,,,
2019-11-22 17:23:52 +08,1885,30.10,80.80,4.11,18,"90

",,,,
2019-11-22 17:25:55 +08,1886,30.10,80.80,3.91,18,"90

",,,,
2019-11-22 17:26:56 +08,1887,30.10,80.70,3.91,18,"90

",,,,
2019-11-22 17:27:57 +08,1888,30.10,80.80,3.81,18,"90

",,,,
2019-11-22 17:30:00 +08,1889,30.10,81.00,3.81,18,"90

",,,,
2019-11-22 17:31:01 +08,1890,30.10,81.10,3.91,18,"90

",,,,
2019-11-22 17:32:03 +08,1891,30.10,81.10,3.91,18,"90

",,,,
2019-11-22 17:33:04 +08,1892,30.20,81.10,3.91,18,"90

",,,,
2019-11-22 17:34:06 +08,1893,30.10,81.10,4.01,18,"90

",,,,
2019-11-22 17:35:07 +08,1894,30.10,81.30,3.91,18,"90

",,,,
2019-11-22 17:36:08 +08,1895,30.20,81.40,3.81,18,"90

",,,,
2019-11-22 17:37:10 +08,1896,30.20,81.30,3.91,18,"90

",,,,
2019-11-22 17:39:15 +08,1897,30.20,81.40,3.91,18,"90

",,,,
2019-11-22 17:40:16 +08,1898,30.20,81.50,3.91,18,"90

",,,,
2019-11-22 17:43:20 +08,1899,30.20,81.50,4.01,18,"90

",,,,
2019-11-22 17:44:22 +08,1900,30.20,81.50,4.01,18,"90

",,,,
2019-11-22 17:45:23 +08,1901,30.20,81.40,4.01,18,"90

",,,,
2019-11-22 17:47:25 +08,1902,30.20,81.40,4.01,18,"90

",,,,
2019-11-22 17:48:27 +08,1903,30.20,81.20,4.01,18,"90

",,,,
2019-11-22 17:49:28 +08,1904,30.20,81.20,4.01,18,"90

",,,,
2019-11-22 17:51:31 +08,1905,30.20,81.40,4.11,20,"100

",,,,
2019-11-22 17:56:37 +08,1906,30.20,80.90,3.81,20,"100

",,,,
2019-11-22 18:02:48 +08,1907,30.00,79.70,4.01,20,"100

",,,,
2019-11-22 18:03:50 +08,1908,30.00,79.70,4.01,20,"100

",,,,
2019-11-22 18:05:52 +08,1909,29.90,80.00,4.01,20,"100

",,,,
2019-11-22 18:07:55 +08,1910,29.90,80.00,3.52,4,"20

",,,,
2019-11-22 18:12:00 +08,1911,29.80,80.00,3.52,4,"20

",,,,
2019-11-22 18:20:20 +08,1912,29.40,80.80,3.52,4,"20

",,,,
2019-11-22 18:21:21 +08,1913,29.40,81.00,3.52,4,"20

",,,,
2019-11-22 18:22:23 +08,1914,29.40,81.10,3.52,4,"20

",,,,
2019-11-22 18:26:31 +08,1915,29.30,82.30,3.52,3,"10

",,,,
2019-11-22 18:27:33 +08,1916,29.30,82.20,3.62,4,"20

",,,,
2019-11-22 18:28:35 +08,1917,29.30,82.30,3.62,4,"20

",,,,
2019-11-22 18:29:36 +08,1918,29.40,82.60,3.62,4,"20

",,,,
2019-11-22 18:30:40 +08,1919,29.40,82.90,3.62,4,"20

",,,,
2019-11-22 18:41:11 +08,1920,29.40,82.90,3.62,4,"20

",,,,
2019-11-22 18:42:13 +08,1921,29.40,83.10,3.52,4,"20

",,,,
2019-11-22 18:45:20 +08,1922,29.50,83.10,3.71,4,"20

",,,,
2019-11-22 18:50:27 +08,1923,29.60,82.50,3.71,4,"20

",,,,
2019-11-22 19:03:08 +08,1924,29.60,81.40,4.40,14,"70

",,,,
2019-11-22 19:09:26 +08,1925,29.60,80.90,2.64,13,"60

",,,,
2019-11-22 19:10:27 +08,1926,29.50,81.00,2.54,14,"70

",,,,
2019-11-22 19:11:29 +08,1927,29.50,81.30,2.54,14,"70

",,,,
2019-11-22 19:13:32 +08,1928,29.50,81.40,2.74,19,"90

",,,,
2019-11-22 19:15:35 +08,1929,29.50,81.40,2.74,19,"90

",,,,
2019-11-22 19:16:36 +08,1930,29.50,81.40,2.74,19,"90

",,,,
2019-11-22 19:18:38 +08,1931,29.50,81.40,2.74,19,"90

",,,,
2019-11-22 19:19:42 +08,1932,29.50,81.40,3.52,19,"90

",,,,
2019-11-22 19:20:44 +08,1933,29.50,81.30,2.83,19,"90

",,,,
2019-11-22 19:25:02 +08,1934,29.50,81.40,2.64,19,"90

",,,,
2019-11-22 19:27:04 +08,1935,29.50,81.40,2.15,5,"20

",,,,
2019-11-22 19:28:05 +08,1936,29.50,81.80,2.83,-3,"0

",,,,
2019-11-22 19:29:07 +08,1937,29.40,82.00,2.15,-3,"0

",,,,
2019-11-22 19:32:10 +08,1938,29.40,82.20,2.15,4,"20

",,,,
2019-11-22 19:35:14 +08,1939,29.30,82.70,2.15,4,"20

",,,,
2019-11-22 19:36:16 +08,1940,29.40,82.70,2.05,4,"20

",,,,
2019-11-22 19:45:34 +08,1941,29.60,83.10,2.15,5,"20

",,,,
2019-11-22 19:47:37 +08,1942,29.70,82.90,2.15,5,"20

",,,,
2019-11-22 19:48:38 +08,1943,29.60,82.80,2.15,5,"20

",,,,
2019-11-22 19:49:39 +08,1944,29.70,82.70,2.15,5,"20

",,,,
2019-11-22 19:52:43 +08,1945,29.70,82.60,2.15,5,"20

",,,,
2019-11-22 19:55:48 +08,1946,29.70,82.50,2.15,4,"20

",,,,
2019-11-22 19:56:49 +08,1947,29.70,82.60,2.15,4,"20

",,,,
2019-11-22 19:57:50 +08,1948,29.70,82.60,2.15,5,"20

",,,,
2019-11-22 19:59:56 +08,1949,29.80,82.70,2.15,5,"20

",,,,
2019-11-22 20:00:57 +08,1950,29.80,82.70,2.15,5,"20

",,,,
2019-11-22 20:04:01 +08,1951,29.80,82.60,2.15,5,"20

",,,,
2019-11-22 20:08:13 +08,1952,29.70,82.40,2.15,5,"20

",,,,
2019-11-22 20:14:22 +08,1953,29.80,82.50,2.15,5,"20

",,,,
2019-11-22 20:15:23 +08,1954,29.80,82.20,2.15,5,"20

",,,,
2019-11-22 20:16:24 +08,1955,29.80,82.20,2.15,5,"20

",,,,
2019-11-22 20:17:26 +08,1956,29.70,82.00,2.15,5,"20

",,,,
2019-11-22 20:21:35 +08,1957,29.70,81.80,2.15,5,"20

",,,,
2019-11-22 20:25:40 +08,1958,29.50,81.60,2.15,5,"20

",,,,
2019-11-22 20:28:44 +08,1959,29.40,81.80,2.15,21,"100

",,,,
2019-11-22 20:29:45 +08,1960,29.40,82.20,2.15,13,"60

",,,,
2019-11-22 20:40:19 +08,1961,29.40,82.70,2.15,13,"60

",,,,
2019-11-22 20:48:29 +08,1962,29.40,82.50,2.15,18,"90

",,,,
2019-11-22 20:49:30 +08,1963,29.40,82.40,2.83,18,"90

",,,,
2019-11-22 20:50:32 +08,1964,29.30,82.30,2.15,18,"90

",,,,
2019-11-22 20:51:36 +08,1965,29.20,82.20,2.15,18,"90

",,,,
2019-11-22 20:52:37 +08,1966,29.20,82.30,2.15,18,"90

",,,,
2019-11-22 21:16:05 +08,1967,29.20,83.20,2.15,20,"100

",,,,
2019-11-22 21:17:10 +08,1968,29.20,83.20,2.15,20,"100

",,,,
2019-11-22 21:25:42 +08,1969,28.70,84.00,2.15,20,"100

",,,,
2019-11-22 21:37:17 +08,1970,28.80,84.10,2.15,4,"20

",,,,
2019-11-22 21:38:18 +08,1971,28.90,83.90,2.05,3,"10

",,,,
2019-11-22 21:40:21 +08,1972,28.70,83.50,2.05,21,"100

",,,,
2019-11-22 21:43:30 +08,1973,28.40,84.50,2.05,21,"100

",,,,
2019-11-22 21:44:32 +08,1974,28.40,84.50,2.83,3,"10

",,,,
2019-11-22 21:45:33 +08,1975,28.30,84.50,2.05,3,"10

",,,,
2019-11-22 21:49:43 +08,1976,28.40,84.50,2.05,2,"10

",,,,
2019-11-22 21:51:45 +08,1977,28.40,84.30,2.15,3,"10

",,,,
2019-11-22 22:00:04 +08,1978,28.50,84.40,2.15,4,"20

",,,,
2019-11-22 22:10:30 +08,1979,28.90,83.80,2.05,4,"20

",,,,
2019-11-22 22:15:42 +08,1980,29.00,83.60,2.05,4,"20

",,,,
2019-11-22 22:18:51 +08,1981,29.00,83.60,2.15,4,"20

",,,,
2019-11-22 22:19:52 +08,1982,29.10,83.60,2.05,4,"20

",,,,
2019-11-22 22:29:11 +08,1983,29.10,83.10,2.15,4,"20

",,,,
2019-11-22 22:35:26 +08,1984,29.20,83.20,2.83,5,"20

",,,,
2019-11-22 22:40:41 +08,1985,29.20,83.20,2.05,5,"20

",,,,
2019-11-22 22:41:42 +08,1986,29.30,83.20,2.83,5,"20

",,,,
2019-11-22 22:48:58 +08,1987,29.10,83.00,2.05,5,"20

",,,,
2019-11-22 22:59:18 +08,1988,29.20,83.00,2.05,5,"20

",,,,
2019-11-22 23:05:36 +08,1989,28.90,83.40,2.05,4,"20

",,,,
2019-11-22 23:08:44 +08,1990,28.60,84.00,2.05,5,"20

",,,,
2019-11-22 23:22:07 +08,1991,28.90,83.70,2.05,5,"20

",,,,
2019-11-22 23:24:10 +08,1992,29.00,83.60,2.05,5,"20

",,,,
2019-11-22 23:25:11 +08,1993,28.90,83.40,2.05,4,"20

",,,,
2019-11-22 23:26:14 +08,1994,28.90,83.20,2.05,4,"20

",,,,
2019-11-22 23:27:15 +08,1995,28.90,83.20,2.83,5,"20

",,,,
2019-11-22 23:32:23 +08,1996,28.80,84.00,2.05,12,"60

",,,,
2019-11-22 23:35:31 +08,1997,28.90,84.40,2.05,12,"60

",,,,
2019-11-22 23:39:36 +08,1998,28.90,84.60,2.05,12,"60

",,,,
2019-11-22 23:40:38 +08,1999,29.00,84.60,2.05,12,"60

",,,,
2019-11-22 23:44:46 +08,2000,28.90,84.60,2.05,12,"60

",,,,
2019-11-22 23:46:49 +08,2001,28.80,84.50,2.83,12,"60

",,,,
2019-11-22 23:47:50 +08,2002,28.80,84.30,2.05,12,"60

",,,,
2019-11-22 23:48:58 +08,2003,28.70,84.20,2.05,12,"60

",,,,
2019-11-22 23:49:56 +08,2004,28.60,84.60,2.05,12,"60

",,,,
2019-11-22 23:54:03 +08,2005,28.40,85.50,2.05,12,"60

",,,,
2019-11-22 23:55:04 +08,2006,28.40,85.00,2.15,12,"60

",,,,
2019-11-22 23:57:08 +08,2007,28.30,85.00,2.05,12,"60

",,,,
2019-11-22 23:59:14 +08,2008,28.20,85.90,2.05,12,"60

",,,,
2019-11-23 00:10:54 +08,2009,28.10,85.70,2.05,12,"60

",,,,
2019-11-23 00:13:00 +08,2010,28.10,86.10,2.05,12,"60

",,,,
2019-11-23 00:14:01 +08,2011,28.10,86.20,2.05,12,"60

",,,,
2019-11-23 00:15:03 +08,2012,28.20,86.10,2.05,12,"60

",,,,
2019-11-23 00:20:17 +08,2013,28.50,85.00,2.05,12,"60

",,,,
2019-11-23 00:21:19 +08,2014,28.50,85.00,2.05,12,"60

",,,,
2019-11-23 00:22:20 +08,2015,28.60,84.90,2.15,12,"60

",,,,
2019-11-23 00:24:23 +08,2016,28.50,84.50,2.15,12,"60

",,,,
2019-11-23 00:39:23 +08,2017,28.30,85.60,2.83,12,"60

",,,,
2019-11-23 00:40:24 +08,2018,28.40,85.70,2.05,12,"60

",,,,
2019-11-23 00:41:32 +08,2019,28.40,85.50,2.05,12,"60

",,,,
2019-11-23 00:43:40 +08,2020,28.50,85.50,2.05,19,"90

",,,,
2019-11-23 00:52:54 +08,2021,28.80,84.90,2.15,19,"90

",,,,
2019-11-23 00:59:08 +08,2022,29.00,84.40,2.15,19,"90

",,,,
2019-11-23 01:00:09 +08,2023,29.00,84.30,2.15,19,"90

",,,,
2019-11-23 01:03:17 +08,2024,29.00,84.20,2.05,19,"90

",,,,
2019-11-23 01:06:20 +08,2025,29.00,84.10,2.05,19,"90

",,,,
2019-11-23 01:10:29 +08,2026,29.00,84.00,2.05,19,"90

",,,,
2019-11-23 01:11:30 +08,2027,29.00,84.00,2.05,19,"90

",,,,
2019-11-23 01:14:38 +08,2028,29.10,83.90,2.05,19,"90

",,,,
2019-11-23 01:18:43 +08,2029,29.10,83.80,2.05,19,"90

",,,,
2019-11-23 01:19:45 +08,2030,29.10,83.80,2.15,19,"90

",,,,
2019-11-23 01:23:50 +08,2031,29.10,83.70,2.15,19,"90

",,,,
2019-11-23 01:24:51 +08,2032,29.00,83.60,2.15,19,"90

",,,,
2019-11-23 01:36:14 +08,2033,29.00,83.50,2.05,19,"90

",,,,
2019-11-23 01:37:15 +08,2034,29.00,83.50,2.05,19,"90

",,,,
2019-11-23 01:38:17 +08,2035,29.00,83.50,2.05,19,"90

",,,,
2019-11-23 01:40:22 +08,2036,29.00,83.50,2.05,19,"90

",,,,
2019-11-23 01:46:33 +08,2037,28.90,83.30,2.05,19,"90

",,,,
2019-11-23 01:47:35 +08,2038,28.90,83.30,2.05,19,"90

",,,,
2019-11-23 01:48:36 +08,2039,28.90,83.30,2.05,19,"90

",,,,
2019-11-23 01:49:37 +08,2040,28.90,83.30,2.05,19,"90

",,,,
2019-11-23 01:53:48 +08,2041,28.90,83.20,2.05,19,"90

",,,,
2019-11-23 01:58:59 +08,2042,28.90,83.10,2.05,19,"90

",,,,
2019-11-23 02:00:00 +08,2043,28.90,83.10,2.05,19,"90

",,,,
2019-11-23 02:01:01 +08,2044,28.90,83.10,2.05,19,"90

",,,,
2019-11-23 02:06:17 +08,2045,28.90,83.10,2.05,19,"90

",,,,
2019-11-23 02:07:19 +08,2046,28.90,83.00,2.05,19,"90

",,,,
2019-11-23 02:10:24 +08,2047,28.90,83.00,2.05,19,"90

",,,,
2019-11-23 02:12:26 +08,2048,28.90,82.90,2.05,19,"90

",,,,
2019-11-23 02:18:34 +08,2049,28.80,82.80,2.05,19,"90

",,,,
2019-11-23 02:19:36 +08,2050,28.80,82.80,2.05,19,"90

",,,,
2019-11-23 02:20:37 +08,2051,28.80,82.70,2.05,19,"90

",,,,
2019-11-23 02:22:40 +08,2052,28.80,82.80,2.05,19,"90

",,,,
2019-11-23 02:23:41 +08,2053,28.80,82.80,2.05,19,"90

",,,,
2019-11-23 02:24:42 +08,2054,28.80,82.80,2.05,19,"90

",,,,
2019-11-23 02:29:53 +08,2055,28.80,82.80,2.05,19,"90

",,,,
2019-11-23 02:33:01 +08,2056,28.80,82.90,2.05,19,"90

",,,,
2019-11-23 02:34:02 +08,2057,28.80,82.90,2.05,19,"90

",,,,
2019-11-23 02:35:04 +08,2058,28.80,82.90,2.05,19,"90

",,,,
2019-11-23 02:36:06 +08,2059,28.80,82.90,2.05,19,"90

",,,,
2019-11-23 02:38:10 +08,2060,28.80,82.80,2.05,19,"90

",,,,
2019-11-23 02:39:12 +08,2061,28.80,82.90,2.05,19,"90

",,,,
2019-11-23 02:41:14 +08,2062,28.80,82.80,2.05,19,"90

",,,,
2019-11-23 02:43:17 +08,2063,28.80,82.70,2.05,19,"90

",,,,
2019-11-23 02:44:18 +08,2064,28.80,82.50,2.83,19,"90

",,,,
